node_id,tipo,titulo,canal,categoria,vistas,n_autores,n_comentarios_video,channel_id,video_url,comunidad,degree,strength,betweenness,closeness,articulation,component_increase,nombre,n_videos,n_comentarios_autor,author_handle,distinct_channels,distinct_videos,comment_count,recurrent,extra_comments
UC8r11yOugM2NuRfitQOxLLg,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@cesaraugustomoralesmonroy6907,1.0,1.0,/@cesaraugustomoralesmonroy6907,1,1,1,False,0
UC8xlJWNHz1V_W6q3fbuQH8g,autor,,,,,,,,,4,1,1,0.0,0.170640756302521,False,0,@NormaLópez-v7e,1.0,1.0,/@NormaL%C3%B3pez-v7e,1,1,1,False,0
UC95PSMouTx2N5CbSq0hIyrQ,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@lisss1908,1.0,1.0,/@lisss1908,1,1,1,False,0
UC9Wp6vL5oCU37qC3Aj94WZA,autor,,,,,,,,,8,1,1,0.0,0.14614069809283917,False,0,@ManuelSanchez-b8q2z,1.0,1.0,/@ManuelSanchez-b8q2z,1,1,1,False,0
UC9vMq1YF-e7C-VO0SHkbUTA,autor,,,,,,,,,0,1,4,0.0,0.22186561048893746,False,0,@ErvinLeonardoCarreraLatín,1.0,4.0,/@ErvinLeonardoCarreraLat%C3%ADn,1,1,4,True,3
UC9xr9QvIcDvoZNUX5f-jaZw,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@MariaaliciaColonmorales,1.0,1.0,/@MariaaliciaColonmorales,1,1,1,False,0
UCA93ym2TXs_Ibyxb4Vcn-6Q,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@oswaldosolis8728,1.0,1.0,/@oswaldosolis8728,1,1,1,False,0
UCAKuKvcbfnBD3kF5njNu-IA,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@melvinlopez7096,1.0,1.0,/@melvinlopez7096,1,1,1,False,0
UCAV7QIjYhbDJaycQycM_0eQ,autor,,,,,,,,,4,1,1,0.0,0.170640756302521,False,0,@mariavail8998,1.0,1.0,/@mariavail8998,1,1,1,False,0
UCAlzM_N6xBlMYmM8EBzX86Q,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@carlossoto3252,1.0,1.0,/@carlossoto3252,1,1,1,False,0
UCAmtbUiIrUIhikru0ZoTFig,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@Aura-vf6dm,1.0,1.0,/@Aura-vf6dm,1,1,1,False,0
UCAxvOOHQk7dYPOajzFEVtbA,autor,,,,,,,,,6,1,2,0.0,0.10232426303854876,False,0,@ruddydepaz322,1.0,2.0,/@ruddydepaz322,1,1,2,True,1
UCB5p8a5gklc80jJItP6xTHg,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@ernestogamboa8737,1.0,1.0,/@ernestogamboa8737,1,1,1,False,0
UCBlm80VQ4YoV3bUJR_XhkaQ,autor,,,,,,,,,5,1,2,0.0,0.026448979591836733,False,0,@rosadiaz6945,1.0,2.0,/@rosadiaz6945,1,1,2,True,1
UCBtB5dIyx-C16UN8ClUD2UA,autor,,,,,,,,,15,1,1,0.0,0.12383747522488185,False,0,@alexmonzon4257,1.0,1.0,/@alexmonzon4257,1,1,1,False,0
UCCBYcToQ2dwkd6TJh0FSyDg,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@lidiarodriguez3493,1.0,1.0,/@lidiarodriguez3493,1,1,1,False,0
UCCUmP4PlbwgikVFpYwbtRTg,autor,,,,,,,,,7,1,1,0.0,0.12357371063441351,False,0,@alhvi,1.0,1.0,/@alhvi,1,1,1,False,0
UCCaYwkkbQGcvFoUmothVdQQ,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@OsvaldoAguirre-l3i,1.0,1.0,/@OsvaldoAguirre-l3i,1,1,1,False,0
UCDIMztpVm7G27qBuiWuT6oQ,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@lizardomorataya8274,1.0,1.0,/@lizardomorataya8274,1,1,1,False,0
UCDPWkUX3sNNaCx-m1dV4glA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@hectoroliva949,1.0,1.0,/@hectoroliva949,1,1,1,False,0
UCDQaQv0hr2SS_PO-CMEwVHg,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@federicosaquimux1933,1.0,1.0,/@federicosaquimux1933,1,1,1,False,0
UCDUffaruH6dyUnUGwsTKpgg,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@luisletona2842,1.0,1.0,/@luisletona2842,1,1,1,False,0
UCDftMWXQoJ6nONfY7GVOVjg,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@luisgpacheco5858,1.0,1.0,/@luisgpacheco5858,1,1,1,False,0
UCDlr1VadSucIZgZ171pRBjQ,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@cuabatzjj5924,1.0,1.0,/@cuabatzjj5924,1,1,1,False,0
UCDrmf9y9nLgFY5wnA2hTuGA,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@laboratorio5528,1.0,1.0,/@laboratorio5528,1,1,1,False,0
UCEHXl4VvvVpq-_4xC5tsbhg,autor,,,,,,,,,2,1,1,0.0,0.1326122448979592,False,0,@anibalg47,1.0,1.0,/@anibalg47,1,1,1,False,0
UCEgEQmRbtL5fwr9_DqAC--g,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@ArielRodas-g5y,1.0,1.0,/@ArielRodas-g5y,1,1,1,False,0
UCErZPJpHmLCsXs8ZWkAUupQ,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@dorisl.garciaroche7763,1.0,1.0,/@dorisl.garciaroche7763,1,1,1,False,0
UCFFrEmn6lPYiWyElpfzTy5Q,autor,,,,,,,,,15,1,1,0.0,0.12383747522488185,False,0,@denilsonlopez4083,1.0,1.0,/@denilsonlopez4083,1,1,1,False,0
UCFOxCyF926Y9eHhMeVoWLzw,autor,,,,,,,,,3,1,1,0.0,0.03644314868804665,False,0,@arielsarc09,1.0,1.0,/@arielsarc09,1,1,1,False,0
UCFUuDARXdmmIrLppEqf-rFg,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@allanmunoz7410,1.0,1.0,/@allanmunoz7410,1,1,1,False,0
UCFhxtoeARHPnXXPcDrOU3Xg,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@diegoalejandrolopezmendez205,1.0,1.0,/@diegoalejandrolopezmendez205,1,1,1,False,0
UCFjudnPLoaSL1BaRuLahyHg,autor,,,,,,,,,0,1,3,0.0,0.22186561048893746,False,0,@HaroldoCastillo-rh9iw,1.0,3.0,/@HaroldoCastillo-rh9iw,1,1,3,True,2
UCFoIAE8k82D6AV-8gjjKaNg,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@eddymunoz9789,1.0,1.0,/@eddymunoz9789,1,1,1,False,0
UCFxE8GbokBrBsPEKM1xrOjQ,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@JuanDavila-qd7qj,1.0,1.0,/@JuanDavila-qd7qj,1,1,1,False,0
UCFybmWapGvBKcQod7cPPH9w,autor,,,,,,,,,2,1,1,0.0,0.1326122448979592,False,0,@vitalianochavez8382,1.0,1.0,/@vitalianochavez8382,1,1,1,False,0
UCGGHbtfbbe0o68etrOf0qxw,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@karensussetteleonvargas9794,1.0,1.0,/@karensussetteleonvargas9794,1,1,1,False,0
UCGX_UbAQOXGZknv5iqklwTA,autor,,,,,,,,,4,1,1,0.0,0.170640756302521,False,0,@ronaldgarcia8522,1.0,1.0,/@ronaldgarcia8522,1,1,1,False,0
UCGZMgmM92E3njyXNe9-kjAQ,autor,,,,,,,,,5,1,1,0.0,0.026448979591836733,False,0,@pasionpornada,1.0,1.0,/@pasionpornada,1,1,1,False,0
UCGj2v6Gl5bN8NSrzJMXS-CA,autor,,,,,,,,,7,1,1,0.0,0.12227156405238597,False,0,@juliogutierrez492,1.0,1.0,/@juliogutierrez492,1,1,1,False,0
UCGm3gRBEHGRJYmtCryZLtDw,autor,,,,,,,,,8,1,1,0.0,0.14614069809283917,False,0,@JoséLopez-g6k,1.0,1.0,/@Jos%C3%A9Lopez-g6k,1,1,1,False,0
UCGqKxQS-z3NZzZF-2w338AA,autor,,,,,,,,,3,1,1,0.0,0.03644314868804665,False,0,@samuelaguilar529,1.0,1.0,/@samuelaguilar529,1,1,1,False,0
UCGzXwyCzMzGmjmCbH3Hg01Q,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@FidelZacarias-ph7dy,1.0,1.0,/@FidelZacarias-ph7dy,1,1,1,False,0
UCHGd14aYuZZShLD73dkk6mg,autor,,,,,,,,,10,1,1,0.0,0.005142857142857143,False,0,@noemiherrera3152,1.0,1.0,/@noemiherrera3152,1,1,1,False,0
UCHMQ_lDhibZ-XZ_3fo6oxwg,autor,,,,,,,,,3,1,1,0.0,0.03644314868804665,False,0,@crislexrubi4387,1.0,1.0,/@crislexrubi4387,1,1,1,False,0
UCHbwIx9pmQuf7i-4_xO2EpA,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@caminoseternos752,1.0,1.0,/@caminoseternos752,1,1,1,False,0
UCHhHUjaMAZ8SiXdCUCj9DkQ,autor,,,,,,,,,0,1,2,0.0,0.22186561048893746,False,0,@fredymendez1786,1.0,2.0,/@fredymendez1786,1,1,2,True,1
UCHu8x4MVkayU6VgwVKd--MQ,autor,,,,,,,,,8,1,1,0.0,0.14614069809283917,False,0,@Hernandez-i1o,1.0,1.0,/@Hernandez-i1o,1,1,1,False,0
UCIUhbSCy3-SGRe5UtqM4fzQ,autor,,,,,,,,,3,1,1,0.0,0.03644314868804665,False,0,@jeanmorales1677,1.0,1.0,/@jeanmorales1677,1,1,1,False,0
UCIXLDYqR_syskKRJy_x9W9Q,autor,,,,,,,,,6,1,1,0.0,0.10232426303854876,False,0,@carlitosramirez4739,1.0,1.0,/@carlitosramirez4739,1,1,1,False,0
UCIgoiXdIKJyUGmUoH2Lxdzg,autor,,,,,,,,,5,1,1,0.0,0.026448979591836733,False,0,@susievidal4134,1.0,1.0,/@susievidal4134,1,1,1,False,0
UCIp19h9igblA2YKfSLPDAug,autor,,,,,,,,,3,1,1,0.0,0.03644314868804665,False,0,@JoseReyes-rn6sh,1.0,1.0,/@JoseReyes-rn6sh,1,1,1,False,0
UCJp3OrVYcBorC94sKwdch_A,autor,,,,,,,,,7,1,1,0.0,0.16792433326442008,False,0,@ULJoshmg2011,1.0,1.0,/@ULJoshmg2011,1,1,1,False,0
UCJxJC56BSAX-ArD0NAb9qnQ,autor,,,,,,,,,11,1,1,0.0,0.0038095238095238095,False,0,@alfonsowilian9157,1.0,1.0,/@alfonsowilian9157,1,1,1,False,0
UCKDR0f2fu2UzWL8mBv5-BHw,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@mireyamorales6595,1.0,1.0,/@mireyamorales6595,1,1,1,False,0
UCKVzDUqbtdSMBcexaEtMmzQ,autor,,,,,,,,,9,1,1,0.0,0.0065306122448979586,False,0,@rotorairgroup8409,1.0,1.0,/@rotorairgroup8409,1,1,1,False,0
UCL13XhnRzbGokEkCkEOb0-g,autor,,,,,,,,,0,1,2,0.0,0.22186561048893746,False,0,@raquelprado3643,1.0,2.0,/@raquelprado3643,1,1,2,True,1
UCL1MT278vSaQ83ZDkVWn1gw,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@elmorodriguez6978,1.0,1.0,/@elmorodriguez6978,1,1,1,False,0
UCLFdHr9BEbXHkoJopbEPLZw,autor,,,,,,,,,0,1,2,0.0,0.22186561048893746,False,0,@kanterra4584,1.0,2.0,/@kanterra4584,1,1,2,True,1
UCLXYp1Cvc5DLtq5UQL5D9vw,autor,,,,,,,,,6,1,1,0.0,0.10232426303854876,False,0,@jorgecifuentes-m5g,1.0,1.0,/@jorgecifuentes-m5g,1,1,1,False,0
UCLggDc_a5HriXv7I1h02sOA,autor,,,,,,,,,0,1,2,0.0,0.22186561048893746,False,0,@guillermogonzalez5153,1.0,2.0,/@guillermogonzalez5153,1,1,2,True,1
UCLh1Kde4_vI1sTZBkTNP7RQ,autor,,,,,,,,,15,1,1,0.0,0.12383747522488185,False,0,@JoelReynoso-d4r,1.0,1.0,/@JoelReynoso-d4r,1,1,1,False,0
UCN2N_wYOw6fMwCeSzdXLPIw,autor,,,,,,,,,4,1,1,0.0,0.170640756302521,False,0,@danielantoniogonzalezflore4901,1.0,1.0,/@danielantoniogonzalezflore4901,1,1,1,False,0
UCN6qbfPSzFtjhqUDZ3Cv3CQ,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@carlosmedranovelasquez6380,1.0,1.0,/@carlosmedranovelasquez6380,1,1,1,False,0
UCNBnKqWf4d-rS4HwJRQljmQ,autor,,,,,,,,,0,1,2,0.0,0.22186561048893746,False,0,@LE_A22,1.0,2.0,/@LE_A22,1,1,2,True,1
UCNIeXbV_mEwpa412h1aqUWw,autor,,,,,,,,,4,1,3,0.0,0.170640756302521,False,0,@juandeleon9060,1.0,3.0,/@juandeleon9060,1,1,3,True,2
UCNiMNUJvaRJb0_QLClqwVnA,autor,,,,,,,,,9,1,1,0.0,0.0065306122448979586,False,0,@Santiago.Nolasco,1.0,1.0,/@Santiago.Nolasco,1,1,1,False,0
UCNkcuy42zEwddwEcOd_HpnA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@vanigomez492,1.0,1.0,/@vanigomez492,1,1,1,False,0
UCNpt5CQlTzNjlAKY6CJtClQ,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@eustaquiogomez9975,1.0,1.0,/@eustaquiogomez9975,1,1,1,False,0
UCO0zwwLWGyDgQmWPJ5Qrr1w,autor,,,,,,,,,6,1,1,0.0,0.10232426303854876,False,0,@elsalvador3605,1.0,1.0,/@elsalvador3605,1,1,1,False,0
UCOARn3hnfkB7-_Rwa8Hoqcw,autor,,,,,,,,,7,1,1,0.0,0.12227156405238597,False,0,@nicelol5241,1.0,1.0,/@nicelol5241,1,1,1,False,0
UCOLGv5Pf6BF2wFcwUzgcvHg,autor,,,,,,,,,0,1,2,0.0,0.22186561048893746,False,0,@welfrealdana5559,1.0,2.0,/@welfrealdana5559,1,1,2,True,1
UCOLHH4ZpMxPYF-Q6e6wvn5A,autor,,,,,,,,,5,1,1,0.0,0.026448979591836733,False,0,@luisroldan7374,1.0,1.0,/@luisroldan7374,1,1,1,False,0
UCOS8ViEkccrTZx2w2ccxotA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@OscarHernandez-q8y,1.0,1.0,/@OscarHernandez-q8y,1,1,1,False,0
UCOY3XpD9qMCRSA8AA8c4CAw,autor,,,,,,,,,7,1,1,0.0,0.12357371063441351,False,0,@franciscorodas9686,1.0,1.0,/@franciscorodas9686,1,1,1,False,0
UCOcUI5XkTYNMSFhZNMIPpGg,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@hendersonlopez3864,1.0,1.0,/@hendersonlopez3864,1,1,1,False,0
UCOh6DaZC_x9HASnlRylEMfw,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@AndresMedina-v1s,1.0,1.0,/@AndresMedina-v1s,1,1,1,False,0
UCPLW0HE3siElqCgXfgWxMqg,autor,,,,,,,,,12,1,1,0.0,0.002857142857142857,False,0,@elizabethmonterroso7719,1.0,1.0,/@elizabethmonterroso7719,1,1,1,False,0
UCPNXmbOBVeC4HS-xemvcPtQ,autor,,,,,,,,,5,1,1,0.0,0.026448979591836733,False,0,@BelkisRodriguezRamirez,1.0,1.0,/@BelkisRodriguezRamirez,1,1,1,False,0
UCPZueDLrCS4BmTBRMA4q0fA,autor,,,,,,,,,4,1,1,0.0,0.170640756302521,False,0,@kevinochoa3695,1.0,1.0,/@kevinochoa3695,1,1,1,False,0
UCQIdKuZ-OzuFqy0KjGrgesg,autor,,,,,,,,,10,1,1,0.0,0.005142857142857143,False,0,@lyacausa,1.0,1.0,/@lyacausa,1,1,1,False,0
UCQM2tCKRRytVDRxNUfCDqQQ,autor,,,,,,,,,14,1,1,0.0,0.002857142857142857,False,0,@elioelias7267,1.0,1.0,/@elioelias7267,1,1,1,False,0
UCQMMuADgqWUOcJpLwHOzC-g,autor,,,,,,,,,5,1,1,0.0,0.026448979591836733,False,0,@Ripped-Yoda,1.0,1.0,/@Ripped-Yoda,1,1,1,False,0
UCQ_-LPP8JAbfkc-b1Q6NvWw,autor,,,,,,,,,0,1,2,0.0,0.22186561048893746,False,0,@MegaKristenstewart,1.0,2.0,/@MegaKristenstewart,1,1,2,True,1
UCQgYjVngJRfPHDLGB5X6ZjA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@oscarnavas9996,1.0,1.0,/@oscarnavas9996,1,1,1,False,0
UCQqetiwzzmRNTM5OWuXarGQ,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@isaiaslopezvelasquez1539,1.0,1.0,/@isaiaslopezvelasquez1539,1,1,1,False,0
UCQqlPPUGqAfWjd-FSh_qn7Q,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@estuardoargueta137,1.0,1.0,/@estuardoargueta137,1,1,1,False,0
UCQtICyzWmhC5woCtbNgaSmg,autor,,,,,,,,,0,1,2,0.0,0.22186561048893746,False,0,@nestormendez6216,1.0,2.0,/@nestormendez6216,1,1,2,True,1
UCQtSFINs1h6GHkpg9o5kMvg,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@MacarioMartinezruiz,1.0,1.0,/@MacarioMartinezruiz,1,1,1,False,0
UCQyOePccUP-fIJYzchAgZYw,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@aguilar4254,1.0,1.0,/@aguilar4254,1,1,1,False,0
UCRAquv8el-tQ30bN7MlmySQ,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@iamjimalesssa,1.0,1.0,/@iamjimalesssa,1,1,1,False,0
UCRETAiYdh2dL5ZxB0_N1zDA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@Joseroland21,1.0,1.0,/@Joseroland21,1,1,1,False,0
UCRcSR3Lvn9DZAmJpVPANfZQ,autor,,,,,,,,,3,1,1,0.0,0.03644314868804665,False,0,@WalksandSuch,1.0,1.0,/@WalksandSuch,1,1,1,False,0
UCRelkU8JiZBytTzebJxaa-w,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@danyraymundo2942,1.0,1.0,/@danyraymundo2942,1,1,1,False,0
UCRfkkatKrNtAARnXMMYBGlA,autor,,,,,,,,,2,1,1,0.0,0.1326122448979592,False,0,@BernerSoza-mg3vx,1.0,1.0,/@BernerSoza-mg3vx,1,1,1,False,0
UCRlCV9zSn7avAWh-9_XFWqQ,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@ronyarana8849,1.0,1.0,/@ronyarana8849,1,1,1,False,0
UCRvPToDkkumha7WJAfCDk1A,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@ligiaguerra3057,1.0,1.0,/@ligiaguerra3057,1,1,1,False,0
UCRznz9-N3Qc1w-qNdLSIY2Q,autor,,,,,,,,,3,1,1,0.0,0.03644314868804665,False,0,@jimmygomez724,1.0,1.0,/@jimmygomez724,1,1,1,False,0
UCSTAUWVc1_82DHYeqOsqEFA,autor,,,,,,,,,3,1,1,0.0,0.03644314868804665,False,0,@TheAlexX_C,1.0,1.0,/@TheAlexX_C,1,1,1,False,0
UCSou6a2OuYGSvPjm5psquyA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@FranciscoRivera-sf7ne,1.0,1.0,/@FranciscoRivera-sf7ne,1,1,1,False,0
UCTD6q1nyIe3Y7HhqjaMj72w,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@JuanChang-r6k,1.0,1.0,/@JuanChang-r6k,1,1,1,False,0
UCTP3O0rMnc8z8v8jaDQwL0w,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@RobertoZelaya-x1v,1.0,1.0,/@RobertoZelaya-x1v,1,1,1,False,0
UCTTILH6QCIxbTnEWxwRqs1g,autor,,,,,,,,,7,1,1,0.0,0.12357371063441351,False,0,@3762Jorge,1.0,1.0,/@3762Jorge,1,1,1,False,0
UCThW2XNsAaBKme5PUt7n-Zg,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@thelmamoran8565,1.0,1.0,/@thelmamoran8565,1,1,1,False,0
UCTwSut16JyAg3mX6LVUNGqA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@SuperVictor2005,1.0,1.0,/@SuperVictor2005,1,1,1,False,0
UCTylKrsqkrBKIqubMu_5N0Q,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@edwingeovanymarroquinmarro6684,1.0,1.0,/@edwingeovanymarroquinmarro6684,1,1,1,False,0
UCUIIIPTVDVHAXqhC_5V6lPA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@gorrarota,1.0,1.0,/@gorrarota,1,1,1,False,0
UCUoYsrx1oZnCZ0usbBJn4fA,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@AnaDiaz-re9sq,1.0,1.0,/@AnaDiaz-re9sq,1,1,1,False,0
UCV0iizTBoOfdAFX_thfI9BA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@BenjaminLarios-jd8nk,1.0,1.0,/@BenjaminLarios-jd8nk,1,1,1,False,0
UCV0lM03g5fg5pbPj97-sAtA,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@genarodelgado3929,1.0,1.0,/@genarodelgado3929,1,1,1,False,0
UCV3fr-YOixFKCZBbJP1-X4w,autor,,,,,,,,,2,1,5,0.0,0.1326122448979592,False,0,@albertoshernandez5251,1.0,5.0,/@albertoshernandez5251,1,1,5,True,4
UCVC2QugcI1G4RvlCiUqd1aQ,autor,,,,,,,,,7,1,2,0.0,0.16792433326442008,False,0,@rwdm76,1.0,2.0,/@rwdm76,1,1,2,True,1
UCVQf0tzL7xRzFJsABVVULpg,autor,,,,,,,,,4,1,1,0.0,0.170640756302521,False,0,@DennisseLopetegi,1.0,1.0,/@DennisseLopetegi,1,1,1,False,0
UCVdjCrh4tQoX3haNAZv-n5A,autor,,,,,,,,,5,1,1,0.0,0.026448979591836733,False,0,@aurahernandez5646,1.0,1.0,/@aurahernandez5646,1,1,1,False,0
UCVhif9eV0f8plICen2DnpKA,autor,,,,,,,,,7,1,1,0.0,0.12227156405238597,False,0,@blogarteplus,1.0,1.0,/@blogarteplus,1,1,1,False,0
UCW-JC6lebVmf2P1dmY_L94g,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@dinoraoroxon5771,1.0,1.0,/@dinoraoroxon5771,1,1,1,False,0
UCW80DaMjQlEUibC98Cot-Dg,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@rogeraldana4289,1.0,1.0,/@rogeraldana4289,1,1,1,False,0
UCWIZUtKJ636y-4TYrNvok0g,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@cesarandreas7824,1.0,1.0,/@cesarandreas7824,1,1,1,False,0
UCWWkebAekppaL5b5CNlppuw,autor,,,,,,,,,10,1,1,0.0,0.005142857142857143,False,0,@ninettmartinez425,1.0,1.0,/@ninettmartinez425,1,1,1,False,0
UCWaRixDdpgllTBf4V0jPnKQ,autor,,,,,,,,,2,1,2,0.0,0.1326122448979592,False,0,@hectormaaz5523,1.0,2.0,/@hectormaaz5523,1,1,2,True,1
UCWoAVGVqCn4xtINCMOTM4jg,autor,,,,,,,,,1,1,1,0.0,0.17422779922779924,False,0,@OmarMartinez-vv8re,1.0,1.0,/@OmarMartinez-vv8re,1,1,1,False,0
UCWvntqPQx99k_Z_skWKqNSA,autor,,,,,,,,,2,1,1,0.0,0.1326122448979592,False,0,@AntonioChiyal-x5s,1.0,1.0,/@AntonioChiyal-x5s,1,1,1,False,0
UCXN2s7DwTJm33xO-pNkAdaA,autor,,,,,,,,,6,1,1,0.0,0.10232426303854876,False,0,@edithsan7688,1.0,1.0,/@edithsan7688,1,1,1,False,0
UCXO1BBohNWXkK9SBDAG2ySg,autor,,,,,,,,,7,1,1,0.0,0.12357371063441351,False,0,@JBFlute92,1.0,1.0,/@JBFlute92,1,1,1,False,0
UCXSkL3ejZ8qWYyF_M7s_QKA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@JacintaTzoy,1.0,1.0,/@JacintaTzoy,1,1,1,False,0
UCXVLc8CmAO813ubM-fLvCDw,autor,,,,,,,,,7,1,1,0.0,0.12357371063441351,False,0,@herminiasaquimux7565,1.0,1.0,/@herminiasaquimux7565,1,1,1,False,0
UCXXh7yg5KUFIWylTiKVEFKQ,autor,,,,,,,,,0,1,2,0.0,0.22186561048893746,False,0,@MrDuenderojo,1.0,2.0,/@MrDuenderojo,1,1,2,True,1
UCXgr7vXlRrsaskPdo097kGA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@Rogergh-nw4oj,1.0,1.0,/@Rogergh-nw4oj,1,1,1,False,0
UCXl30Y_upRqbti52fmjK4YA,autor,,,,,,,,,7,1,1,0.0,0.12357371063441351,False,0,@capitanfrans,1.0,1.0,/@capitanfrans,1,1,1,False,0
UCXmrpc6Li0spcKxtS0Q_ptg,autor,,,,,,,,,3,1,1,0.0,0.03644314868804665,False,0,@melvinperez6710,1.0,1.0,/@melvinperez6710,1,1,1,False,0
UCXr8_5WtGeipe4haOoQDgyQ,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@amyherrera7352,1.0,1.0,/@amyherrera7352,1,1,1,False,0
UCY7Hq7F9Lnucf-Yr6JkHZNw,autor,,,,,,,,,3,1,1,0.0,0.03644314868804665,False,0,@maynorcalel1442,1.0,1.0,/@maynorcalel1442,1,1,1,False,0
UCYN4wSQ1Sx4_LurxLlW7MPg,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@belarminavillatoro6474,1.0,1.0,/@belarminavillatoro6474,1,1,1,False,0
UCYwpX26TrCxq8TvbKGRYLXA,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@beneficioelcaminovillacana8540,1.0,1.0,/@beneficioelcaminovillacana8540,1,1,1,False,0
UCZ51R_9Q9C0c8I3pAWhtmjQ,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@belvettzapeta1251,1.0,1.0,/@belvettzapeta1251,1,1,1,False,0
UCZFQwqh90apuL8eFhvRBkUg,autor,,,,,,,,,2,1,1,0.0,0.1326122448979592,False,0,@luisricardo9671,1.0,1.0,/@luisricardo9671,1,1,1,False,0
UCZIQnb1fkwe39Iw2TAu-bGA,autor,,,,,,,,,7,1,1,0.0,0.12227156405238597,False,0,@jorgegomez2237,1.0,1.0,/@jorgegomez2237,1,1,1,False,0
UCZLG9qH0tUjNhEGFIUt0CYw,autor,,,,,,,,,0,1,1,0.0,0.22186561048893746,False,0,@SoniaMarroquin-y6e,1.0,1.0,/@SoniaMarroquin-y6e,1,1,1,False,0
UCZOmq6MwFDVoCaEl99BRRaw,autor,,,,,,,,,7,1,1,0.0,0.16792433326442008,False,0,@daniloarevalo3170,1.0,1.0,/@daniloarevalo3170,1,1,1,False,0
