video_id,title,channel_id,channel_name,view_count,observed_comments,in_observed_network
almmnboHkwM,Se mueve Guate 🚌,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,297,0,False
anFbrgqxdzY,Horas Antes del Big One | Dentro de Ciudad de Guatemala Exactamente Antes del Terremoto (1976),UC6Y7Hk0Otm2xeX1WoHOQp6Q,Nostalgia Latina,222656,0,False
aoz2j4TTl4E,Rutas Alternas a partir del lunes 03 de agosto por avances de #AeroMetroGT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,8905,0,False
bBz8nX4pMxc,Conred e Insivumeh informan sobre sismos en Guatemala este 31 de julio,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,1115,0,False
bMoENbSBSNs,¿Por qué Guatemala es una República? El decreto del 21 de marzo de 1847 y Rafael Carrera,UCdHETJl6cR5dye5XxEyqycQ,El profe de Historia Gt,1134,0,False
b_Hkrkl3adA,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,5469,7,True
bg1KCMaIrRM,"¡Atención, vecinos!",UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,1965,0,False
bzosgvntOXU,Municipalidad de Guatemala 05/09/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,160,0,False
cl3Rpw9MstQ,Municipalidad de Guatemala sigue trabajando,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,484,0,False
cpoiRUtF9uU,Congreso termina jornada sin acuerdos para aliviar precio de combustibles #ALAS7AM (02/09/2026),UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,117,0,False
csqia7f3OIE,SISTEMA CONRED Y METODOLOGÍA DE LOS 6 PASOS,UCzQX0cEQzCZ4ff9-P3gELug,Carlitos Gamboa,509,0,False
d-V_Aw1t6nI,Graduacion  de la 57 Promocion  de la Policia Nacional Civil  de Guatemala.,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,1643,0,False
dJcNu9YYwh4,"Lluvias, ceniza y calor extremo: así estará el clima en Guatemala, según Insivumeh",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,1061,0,False
dLctzx8qCgA,¿Cómo la CIA ALTERÓ el DESTINO de GUATEMALA para siempre?,UCYaMaLJVbMlLwpPACbxPUuQ,Alan Delmonte,108616,0,False
dWhSTyhegeQ,Personal de Provial explica de empresas que verificarán implementación de limitadores de velocidad,UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,341,0,False
dccwBXfxxiI,¡Espacios iluminados y seguros!,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,38773,0,False
dsyLiSCrwcU,"3 KIEBRES ES DOLOROSO QUE EN CHIQUIMULA AÚN HAY COMUNIDADES SIN ENERGÍA ELÉCTRICA, GUATEMALA.",UCH1AYkCs1GpNK_xUwFYTsaQ,Cronos Time GT,701,0,False
dvy9rQpqLWY,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,959,0,False
dya9nbxqWXE,ANDY EL MUÑEQUITO TRABAJADOR 🥴🏍🥴🤣@Soychap1n @lucilaylossinar @lilyvlogs6899,UCzwR2o8LFAgAMfO0KIcFh0A,CANALES ROBOS Y MENTIRAS 💰🧐,4939,0,False
ebbgBtNrRz8,Las fuertes lluvias en Guatemala dejan al menos tres fallecidos en zonas rurales | Telemundo,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,63249,0,False
ewdf3q1tuCA,INTERPOL Guatemala captura a mujer por prostituir a señoritas,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,71048,0,False
fBljA_npiMs,Refuerzan acciones para prevenir y combatir la trata de personas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,36,0,False
fenMcON-DjY,Encendido del Fuego Patrio y Mensaje Vicepresidencial,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,424,0,False
ffguGnMImL0,CIV inicia trabajos de bacheo y limpieza en las diferentes rutas del país,UCh4GjKBcqxOsL_Bt8gCCSLg,Gobierno de Guatemala,848,0,False
g0aCNpZaAZ8,PMT de Guatemala es ejemplo para otros municipios,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,4103,0,False
gF42rhVhP8w,Tenemos un gran problema con la seguridad de las construcciones en Guatemala,UCGSQ821fpPy-yXL9mUmKbBg,TanGente Podcast,9033,0,False
gbcggAMJczg,Dionel  Art s Vídeo danzando con la muerte,UCedKfsLot_SfwJrfW5OzpPg,Dionel.Art_music,7,0,False
go4jAhCJS0w,Así reaccionaría la guardia presidencial de la Saas en caso de una emergencia,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,7381,0,False
hGOvuWe8P3Q,🔴ENTREGAN A NOROÑA ALITO NEGOCIA CON MONREAL PREPARAN MEGÁFONOS PORROS DEL PRIAN,UClivsn4u-h1uJkORB6PD9SQ,Vittor Blogs,6682,0,False
hy0mwEHr6V0,MI3 será utilizado dentro de las evaluaciones a aspirantes a PNC,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,127595,0,False
iBX5DMQSf3s,Conmemoramos el 153 Aniversario de la Escuela Politécnica y Día del cadete.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,1264,0,False
iCbGedZRRE8,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,1058,0,False
iEmScdnYQdg,La nueva ruta que evita El Trébol,UCmzHLdcizBNiyN5t2mEPp3A,Tráfico Sin Censura,8502,0,False
iWYddxEszoM,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,264,0,False
iacCQ4VyWWc,"Los conservadores y los liberales, Historia de Guatemala",UC-rcR68a-aLwAnszxTG4--A,Panda 01,25431,0,False
ifJFNGT4azU,Podcast Guatemala Ahora Yo Se: Medidas De Seguridad Con el Lic. Ariel Yos y el Lic. Gabriel Quiñones,UC1B5-Dun1FHWae_rIJdfhow,Ahora Yose,3631,0,False
is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,4616,7,True
j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,10156,50,True
j4akBH678fw,El paso a desnivel Calzada Roosevelt lleva más conexión y mejor movilidad para la población.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,649,0,False
jQGvhMPMuAI,#DiálogoCentral | El clima de la semana: adiós a la canícula ¿llegan las lluvias? 🌦️,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,214,0,False
jSw-nFh94qQ,Gobernación promueve espacios de sana convivencia,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,59,0,False
kaZgtwqwLrI,@rumzacapait @GobiernodeGuatemala,UCgRLnesCOuua3-JgFlzdS2w,TRAYECTORIA Y EXITO CON ANABELLA CORDON,74,0,False
kjwvEESqSHA,¿VALE la PENA VIAJAR de GUATEMALA a  XELA en BUS?  Descúbrelo,UCDfEVbDrimcKw5lfbps915g,De todo Gt,216172,0,False
l-mH80ygqFY,Avances en proyectos municipales por el desarrollo y bienestar en la ciudad.,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,256,0,False
lAsODhYGcTE,Gobierno busca a toda costa sacar a Consuelo Porras,UCzPhFkpD8lwvlX8nGpJqdUw,Noticias VR,3,0,False
lNuxq8OKCpc,Lluvias convierten calles en ríos en Villa Nueva y San Miguel Petapa,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,7663,0,False
lYyGqHAL5nM,Comuna lanzó nueva imagen de la PM y PMT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,286,0,False
lj983NWyAQY,Plan 2032 Ciudad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,304089,25,True
lkdwGwrJKeM,🇬🇹 ¿Es seguro VIAJAR a Guatemala? Consejos prácticos para que todo te salga bien,UCeMAsS36ZiA56ZNtS8VSuOg,Un Angel Viajando,5298,0,False
mCoOL2p0il4,Municipalidad de Guatemala   08/08/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,118,0,False
mPtR2HskBTE,Municipalidad de Guatemala   17/02/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,729,0,False
mQH6bhmp_LY,Quorum: ¿Cómo investigamos la crisis del agua?,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,142,0,False
n31eyGuRKqo,El tráfico en Guatemala nos está enfermando - TanGente Salud Mental,UCGSQ821fpPy-yXL9mUmKbBg,TanGente Podcast,932,0,False
n4xHxJPNr78,🚫LOS FAMOSOS BUSES ESMERALDA los mas RÁPIDOS DE GUATEMALA 😱,UCDfEVbDrimcKw5lfbps915g,De todo Gt,3152619,0,False
n8iP75gIpmw,Qué rico come tu diputado,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,11775,161,True
nKJhNH86HGE,Se realiza taller de UNICEF sobre el plan de acción de la política pública contra la violencia sexua,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,7,0,False
nPbC8-Ebat4,Pareja de sicarios capturada tras ataque armado contra piloto de autobús,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,70537,0,False
ncOU7iZR5jY,Carlos Pineda y Andre Pozuelos | Seguridad II- Guatemala tiene solución | Ep. 3,UCInL6HZez6Qn8IHV8Achhxw,Carlos Pineda,3279,0,False
ndAZjHqzzT8,Internet: escoger el menos malo,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,717,12,True
nhhXiHI4rrw,Policía Nacional Civil participa en desfile del día del Ejército. #ProtegerYServir,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,21534,0,False
nv6wMdQ997Q,PMT en todo,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,2107,0,False
pNInRBsPbHE,Encuentro por el agua,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,185,0,False
qFsSnnRdJBg,Avanza construcción de la Estrategia Nacional de Datos Abiertos,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,11,0,False
qrdEegnTnaY,XVII Promoción de Brigadas PROVIAL,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,416,0,False
rNpBtQXUMbE,PMT es ejemplo en Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,3212,0,False
rQEb4el3Lok,"Policía Nacional Civil en busca de mareros, imitadores y colaboradores de grupos delictivos",UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,9637,0,False
rSQKmOX1Tfc,TU VIDA VALE  PROVIAL  TIEMPO AZUL & PAOLA PÉRLOP,UCquHy3UnphbYGF62_j6W_yQ,Mosca Visión,5262,0,False
rjFut_yJcr8,Ministro de CIV conversó sobre los retos  actuales de la infraestructura vial en Guatemala,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,800,0,False
s0eco-BofOs,¿Quiénes pagan más en Centroamérica?,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,220,1,True
sAPrXzrdstM,Funciones del Ministerio de Gobernación,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,8970,0,False
soZMwC0Cj18,Lluvias causan inundaciones y deslizamiento en Alta Verapaz,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,1405,0,False
tEfZlrP4L5I,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,265,0,False
tK__qZZ-H5w,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,866,0,False
tXLhWHWGaao,Breve historia política de Guatemala,UCo1g4EQqLwMO9RqEv1rCUpQ,Crónica Panamericana,144134,0,False
tb6LaOWGAIo,"Guía Definitiva para viajar a Guatemala 2026 🇬🇹 Qué ver, itinerarios, precios y consejos",UC70eD0hNEwDNAfNlqfRWlGA,Welcome to el Mundo,104869,0,False
tcAQGuuo_Uc,El Ministerio de Gobernación Guatemala  brinda conferencia de prensa.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,2254,0,False
tg2QuZFdn4c,🔴 En Vivo |  Sesión Solemne de Consejo de Gobierno en Limón,UCLXHie0velori7_dqu8w_bQ,Presidencia de la República,15726,0,False
tmvTbeQNCTI,"Hoy SABRÁN Qué Grado ACADÉMICO Tenemos, Todos Son PROFESIONALES",UCTClcvXaWXGeZheUQFTQLRw,Gente de Guate,15482,0,False
tqcZFVSXARQ,¿Listo para decir tengo #MiPrimeraCasa? 🏠✨,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,1373,0,False
vA6p51f14J4,Horarios especiales por celebraciones de fin de año,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,606,0,False
vCtk_0NzB3s,Clima en Guatemala esta semana: calor de hasta 39 °C y lluvias con tormentas,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,1534,0,False
vDVXM8ODuzM,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,214,0,False
vNUiF-stTdo,resumen de noticias,UCYaCfDw7q5l_S1UHjdfzODQ,INFOM TV,23,0,False
vp9MPfDG6AE,"Comunicado – COVIAL / Ministerio de Comunicaciones, Infraestructura y Vivienda",UCVpSRoZgngfSL03Nlbjtq9A,Noti7,260,0,False
vqcF9RFMOLQ,"Ciudad de Guatemala, el mejor lugar para vivir",UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,215,0,False
w57G_5jsqtU,Tráfico intenso por regreso a clases del sector público extiende horas pico en el área metropolitana,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,625,0,False
wS6yC3yOAeA,Noticiero El Informativo. Nuestra semana de resultados.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,1383,0,False
wVncmfsugww,"Spot Rendición de Cuentas, tercer cuatrimestre 2023 - 1",UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,15,0,False
wYZPaJdVuhE,#LaCharla ¿Quién dirigirá el sistema portuario y qué decisiones debe tomar primero?,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,202,0,False
wm1f52Mvzag,Gloria Álvarez: ¿Podría ser la próxima presidenta de Guatemala?,UCN5tcDI7z6vN9s3p3n_JtoQ,Jorge Ramos,31357,0,False
wpYwX-bGoz0,CIV prioriza proyectos con potencial para generar desarrollo en Guatemala,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,468,0,False
x9TPnjUeuoo,VIDEO INSTITUCIONAL PROVIAL,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,2250,0,False
xEcC_aMDhAk,MINGOB y COPADEH avanzan en la protección de personas defensoras de DDHH,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,17,0,False
xQgP0n8hVSI,"Primero te usan, y cuando ya no les sirves te desechan.",UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,28,0,False
x_CB0ZRLQTA,Ricardo Quiñónez paga con nuestros impuestos netcenter,UCaFyLdpZa60tkGfjOsznHSg,AlcaldexAccidente,29419,0,False
y8XMbMxMF8E,"Gracias a la inteligencia, coordinación y firmeza, se dió un duro golpe al crimen organizado",UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,84,0,False
yCmBtmOm6nw,“¿DÓNDE ESTÁN?”: GOBIERNO IMPULSA MECANISMO PARA BUSCAR A DESAPARECIDOS DEL CONFLICTO ARMADO,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,6,0,False
yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,1954,16,True
zfJlUXRSaCU,Brief Political History of Guatemala,UCo1g4EQqLwMO9RqEv1rCUpQ,Crónica Panamericana,53547,0,False
zweosulrwA8,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,52,1,True
zyA0BpEYcQU,Discusión entre conductor y jefe de la PMT,UC_Lj2naQPP8vmyDu-AEOo-w,Nuestro Mundo,55349,0,False
