channel_id,n_total,n_classified,small_sample,mean_score,low_confidence,truncated,NEG,pct_NEG,NEU,pct_NEU,POS,pct_POS,channel_name
UCE4rsXcgDb6e1-a9iTbWzfg,256,256,False,-0.4998284193197833,33,9,179,0.69921875,41,0.16015625,36,0.140625,Quorum
UC-ZtFBHzgkYFh7whZkuR_Ag,70,70,False,-0.22061616229891245,16,1,35,0.5,18,0.2571428571428571,17,0.24285714285714285,Gobierno de la República de Guatemala
UCRwA1NUcUnwsly35ikGhp0A,25,25,False,-0.4623299891036004,8,0,16,0.64,6,0.24,3,0.12,Noticias Telemundo
UCXa6LVjBzUtmcM3cwbd9e2w,25,25,False,0.6051005334313959,3,0,2,0.08,3,0.12,20,0.8,Municipalidad de Guatemala
UCVpSRoZgngfSL03Nlbjtq9A,14,14,False,-0.17652652109973133,6,0,4,0.2857142857142857,7,0.5,3,0.21428571428571427,Noti7
UCEepOY2svuxbsJ-zsAPT9Fg,7,7,True,-0.7589700154161879,0,1,6,0.8571428571428571,1,0.14285714285714285,0,0.0,PrensaLibreOficial
UCt5Dw7ePnn0AqPqRF8Xpjkw,7,7,True,-0.6218189904466271,3,0,6,0.8571428571428571,1,0.14285714285714285,0,0.0,TN23 Guatemala
UCdSVqHGHzyMTXSafUHY-e-w,2,2,True,-0.5193294226191938,0,0,1,0.5,1,0.5,0,0.0,Noticiero Guatevisión 13 Hrs.
